,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,African_American,Asian,Hispanic,Native_American,Other,Female,Misdemeanor,predicted_class,true_class,errors
3227,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4175,0,1,0,0,0,0,0,0,1,0,0,1,1,0
6025,0,0,1,0,0,0,0,0,0,1,1,0,0,0
578,3,0,0,0,1,0,0,0,0,0,0,1,0,1
2053,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3647,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1563,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2046,16,1,1,0,1,0,0,0,0,0,0,0,1,1
2721,3,0,1,0,1,0,0,0,0,0,0,0,0,0
2979,5,1,0,0,1,0,0,0,0,0,0,1,0,1
2912,10,1,1,0,0,0,0,0,0,1,0,1,1,0
1214,6,0,0,0,0,0,0,0,0,1,0,1,1,0
4202,3,0,0,0,1,0,0,0,0,0,1,1,1,0
4559,7,1,0,1,1,0,0,0,0,0,1,1,1,0
2677,5,0,0,0,0,0,0,0,1,0,0,1,0,1
2895,9,1,0,0,1,0,0,0,0,0,0,1,1,0
1994,0,0,0,0,0,0,0,0,0,0,1,0,1,1
3007,0,1,0,1,1,0,0,0,0,0,0,1,1,0
1939,1,0,0,0,0,0,0,0,0,0,1,0,1,1
1901,5,0,0,0,1,0,0,0,0,0,0,0,1,1
3808,13,0,0,0,0,0,0,0,0,0,0,1,1,0
4450,10,1,0,0,1,0,0,0,0,0,0,1,1,0
5936,8,0,0,0,1,0,0,0,0,0,1,1,1,0
1517,5,1,0,0,1,0,0,0,0,0,1,1,0,1
1893,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5170,7,1,0,0,1,0,0,0,0,0,1,1,0,1
4243,0,0,1,0,0,0,0,0,0,1,1,0,0,0
5315,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3715,0,0,0,0,0,0,0,0,0,1,1,0,0,0
570,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2020,3,1,0,0,1,0,0,0,0,0,1,1,0,1
1979,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2283,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3552,3,0,0,0,0,0,1,0,0,0,0,0,1,1
709,1,1,0,1,1,0,0,0,0,0,1,1,1,0
4871,1,1,0,0,1,0,0,0,0,1,0,0,0,0
31,4,1,0,0,0,0,0,0,0,1,1,1,1,0
4565,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3534,3,1,0,0,0,0,0,0,0,0,0,1,1,0
2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5321,16,1,0,0,1,0,0,0,0,0,0,1,1,0
4730,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3358,6,1,0,0,0,0,0,0,0,0,0,1,0,1
3139,0,0,1,0,0,0,0,0,0,0,1,0,1,1
5048,7,1,1,0,0,0,0,0,0,0,0,1,0,1
1263,0,0,0,0,0,0,1,0,0,0,1,0,1,1
2448,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2877,9,1,0,0,0,0,0,0,0,0,0,1,0,1
5122,5,0,0,0,1,0,0,0,0,0,0,0,0,0
1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
